Text,Sentiment
"don't cry hakhakhak :))""@ksdahyun: T_____________T https://t.co/KKbgfmYEgO""",1
i have to go :(,-1
Sterling's gonna be so good at City :(,-1
@cloche_hat ah. Good luck then. My cat used to let them go in the house to have something to play with over winter. Fast little buggers :(,-1
"I've had such a crazy, but great day today! So glad just to relax tonight though :)",1
I mean i'm drunk in México city. :(,-1
@thatdavidmiller oh gawd i really need to get out more.... i understood that whole thing :(,-1
"@nuriaagonzalez it was amazing!! Such a short trip though :( I wanna go again, but for more days!! How's Spain? X",-1
@_Dedox :( I'll do high you do low,-1
@Twytterina indeed! :),1
@Hanan_nisaS mind to follow back? :),1
@x0lovestephi thank you eonnie :)),1
@itradeland that's one of mine. Button pusher. Out soon :),1
@tokyato askip t'existes pas :(,-1
everyone is going to womad but me :(,-1
"i have this awful appointment tomorrow and i'd like to feel OK going in to it, since I won't be after it &gt;:(",-1
@maibasyony I love you much more ♡♡♡ I swear emta hatigii b2aa :(((((,-1
Yes DAD :) https://t.co/edjdMZ78fx,1
:((((( matt,-1
@paradisecreated yup! Should be really cool :),1
@LittleMix please come to the netherlands :((,-1
Snapchat me guys - IvyPowel19 #snapchat #kik #chat #xxx #kikmeboys #newmusic #sexchat :) http://t.co/zhvSuU4H8M,1
didnt took photos with you :-(,-1
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x9",1
Ouucchhh one of my wisdom teeth are coming through :(,-1
i will not cast my vote in next elections :) #JCReport,1
@twyodor @gkjohn :-( I don't read most of these rehash websites that have mushroomed. A good piece may be by exception &amp; reaches one anyway.,-1
@CEISOFT Thanks for the fave :),1
"Indeed! Ran out of characters, knew you'd get it :) https://t.co/KfLhKQfwho",1
CURRENT MOOD AF :-) http://t.co/TYzKvdkHqM,1
Bachpan Ki Yaadein :- Missing Old Days :( http://t.co/g3ytUH4nU7,-1
@Jeandysanglay  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
"I am not a happy Princess today :( sighs 
But I will get some work done 
X
~ Purple Princess Edits ~",-1
"@SarahSupafud I agree Sarah, it's just that the phone can be really busy at times. This is why we give other options :) ^C",1
@shayftcolleen uh I was asleep :(,-1
who wants to ft me and Arianna :-),1
@RiotQuickshot Good man! Shame he no longer has a Cigar though :(,-1
Ha but I almost gave a fuck. :) some boys are trash. Not wasting my time that's for sure,1
@hanpdf it's you :),1
"""Do you think they survived???""
""Well, they did find all the missing bodies in fragments, so no. But it would've been nice if they did."" :(",-1
@CenasAkua Visit my blog http://t.co/UzOAqroWKx thanks :D,1
"“@kuskus1: @pamtravel I bet you are wonder what happened :(”
Just trying to calm down before I start again 🙏🏻🎂",-1
@lgpmoradaax hinde :((,-1
Trying not to think about returning from Spain and leaving our eldest behind. She's already had one cry about it :(,-1
@Mvusi_ lol I'm still very fluent and people say I sound white :( but varsity ruined me. Sengenza typos and I use some words out of context.,-1
NBA 2K15 MyPark – The Chronicles of Gryph: Volume 3 http://t.co/8fpTsU6SqR ← Click Aqui :D http://t.co/GeKB3pLNUZ,1
"@F41rygirl @paintingandbook You saying you want Lucy to be gone soon, Lisa!!? Oh that's horrible!
Sorry :-)  
Yes, be back soon, please!! x",1
That awkward moment when you feel that you got abs Because you can't stop laughing reading @ExcuseThePuns_ 's tweets :D,1
@Kandelamison You're welcome - thanks for following back! :-),1
I need a massage :( ASAP,-1
"but still, fck, the nae nae...:( that literally made me fucking cry bc too deep",-1
@oldbirdxatu I know you would :),1
"@0430alexu HUHU SHET :)))))))) Huhu I left my desk then when I got back, I saw that tweet. O_o orz",1
I keep having the worse dreams with Corey in them :-(,-1
@michael_lavro yeah and when everyone wakes up in the morning they'll see your big pile of dump :) cool,1
@GAMEHelps I pre ordered BO3 and I got my beta activation code and I went to the COD website to redeem it and it says it's invalid help? :(,-1
@cutelilawley whats wrong? :(,-1
"@Shansdoe every time i have feta cheese, my head starts to blaaaaze! sometimes my vision is messed too and nausea comes in :(",-1
Waking up........... :(,-1
"I :)""@Kreizi_: Who wants a #FF S/O??""",1
@UrstrulyMJ i will surely watch pokiri  1nenokkadine are my all tym favs :-) #BajrangiBhaijaanHighestWeek1 @raman_akshay @urstrulyMahesh,1
@fivedorkz why omg :-(,-1
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @NomfundoCom,1
"I EXPERIENCED HELL FOR 3 FCKING DAYS I CREI :( No internet, no stable free fb connection, no tv, no dormmates :((((((",-1
Goodnight from Jeremy :),1
"@imraina feeling smthng smthng fr u...lol...wanna hug u....XOXO...love uu jaann take care :* :)) &lt;3 :"")",1
@realyys_ OTL NEVERMIND :( at least i got jeon so,-1
@EdenAdore hate to see you sad :( x,-1
"@UmiAmaiOfficial That's ok, thanks for following me too. :)",1
@triangledarren thank you :),1
@PersonnelPlace @AnneFaramus @salisbury_wilts @JBSCompanyStore @BartercardSB @SarumStThomas Have a good weekend :-),1
@RafaelAllmark I've been supporting you since the start and am ALWAYS ignored :( please let today be the day you finally follow me������♥♥,-1
@GetOutKids This is brilliant :),1
"@SimoneWarner ... he´s attacked, criticised for every gesture, word, pedal stroke. one must be attentive and notice little things :)",1
@Anthonyilott21 Wrong Turn 6 it was amazing movie bro :)),1
@OriofAshes @CityofAshes you guys were great last night :) http://t.co/3s3XF5q21N,1
@vanillawley i want one too bit noone knows me on twitter so :(((,-1
@ThisIsTheBrooks maybe a tweet? :(,-1
@AudreyPelan @CLGDoublelift meh rito pls do something :(,-1
@TradeboxMedia Thanks. :-),1
the sunrise was so pretty but i couldn't get a good picture of it :(,-1
everyone watch the documentary Earthlings on YouTube :-),1
Hammering down here right now......looks set for the day.....:(,-1
"It's better to be gay and lesbian than be a rigid theocratic, right wing fundamentalist Islamist. :) @anujkg25 @taslimanasreen @mkatju #lgbt",1
@Candiferslaw Lucky dog I hate you....    :),1
@addictionguy You drank because of it? :),1
@FutureBoundEnt @TNPerkins4 I was staring at it for 5 mins trying to find the cynical joke before I realized I was being the cynical one. :),1
Who was next?? Oh yeah Sharyl! Currently don't got no #Shane ta call my own :( http://t.co/mOZlqwvvq0,-1
@MusicTubenl Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1
#welcomeTweet @aazem27 Thanks for following me.. :-) via http://t.co/adB1usrDwV,1
@caylahhhh when my baby angel dies :((,-1
@_irwinstagram Dylan pls :(,-1
#FollowFriday @ACBM_SECEM @DCarsonCPA_NYC @PromosalonsInfo for being top supports in my community this week :),1
thirdwheeling these lovebirds :( http://t.co/kMrSV4YCz0,-1
Some times I like this style :| but now I didn't liked it :( http://t.co/jjSI8VScPL,-1
I want to sleep :(,-1
Happy Friday :-) http://t.co/UVZwqVxkVX,1
@IstanbulPHP nice one :D,1
@AppleMusic why does my music keep pausing randomly? It's the only app open :(,-1
"Playing ""Give Your Heart A Break"" having memories from ""The Breakup"" episode :( I love the song tho",-1
Soooo burnt.... :-(,-1
@countrychoiceID min follback :(,-1
How careful do you actually have to be with a black box? :(,-1
@davedhjones @IMcMillan Love it! :-),1
Things to be Noted Awesome :-) http://t.co/cxqFa4uCWu,1
My birthday is a week today! :D,1
Anybody here with a collection of all Suits episodes from all seasons? Pa-copy. :(,-1
@5SOSTumblrx the APMA's :(,-1
@lucahollic good and you ? :),1
@Miangeorges ok good :),1
"@arronjones31 Hiya, I'm afraid we've already picked our riders for this year! We'll be on the look out again next year :)",1
CAN SOMEONE PLEASE GIFT ME #CalibraksaEP BECAUSE I DONT HAVE ANY MONEY LEFT :( http://t.co/hOtALEUdIS,-1
@ParkSooyoungie @_allypasturan @gbrllx aytona? hala guys get ready na mathird wheel :(( jkjk,-1
@sociopathslut @onikashabibi but why don't I have buff legs yet :(,-1
@otraclace i don't live in a city but I live near whangarei :),1
@perriesjades where's black magic?:(,-1
I forgot to bring some of my #kitkat green teas and sakura flavour chokkie :( 😩😭🍵🌸,-1
@MrsAnneTwist @Argos_Online @macmillancancer i want i want i want you to follow me i want i want i want but that's crazy :( please love!(:♡♡,-1
"i thought they won at mubank.. lol 
because dongwoo's unexpected tweet.. :D",1
We are the one and only approve and recognized Fanbase for BAILONA :),1
going to my room now bc i have 3% :-),1
@roguebassjst no no i love u most and fuck i know :(,-1
11:11 a boyfriend :(,-1
@RX931 Good afternoon :) I would like to vote for Black Magic by Little Mix &lt;3 Thank you #IAmAMonster #RXTheDailySurveyVotes,1
"Whenever I hear ""Tama!"" I can't help but repeat it in my head with the pabebe warrior saying it :(",-1
@AisyahZen I ALSO WANT :( Craving fr donutsss,-1
@Kellipage17 Seriously?! That's amazing! #jealous Why am I never a first fan :( haha,-1
I will fulfil all your fantasies :) 👉 http://t.co/WhkcOoWh39 👈🔥 http://t.co/Ubl93YSSxf,1
i made a calum layout for liv :),1
Nothing like a little team photo on a Thursday @ENTIQ all smiles even @JoeGardiner5 :) http://t.co/0yeacg6r5p,1
"@BiebsxMoonlight FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
"@Madison420Ivy  ""We"" ??? you wish :D:D:D:D:D:D:D kidding",1
"So steam updated and now my inputs for GameStomp no longer work, if I can't fix this tomorrow I'm gonna have to cancel the entire event :(",-1
Jeremy Kyle is so close to home this morning :(,-1
@NefariousBella9 @laurenkatebooks @Fallen_Series @FallenSagaEn @Fallenatics17 @Addijay love it! :),1
@bublegyum sigh yeah :(,-1
@nickjdrake Boo on both counts :-(,-1
@gabriel_platon @biancahequibal Oo pre I'm sick :( huhu so sad hahaha,-1
"Tried to make prison style alcohol, failed badly and ended up with a massive dose of the shits.... :(",-1
@SynergyFlying No!!! Why did you delete me?:(,-1
I like such morning when I got dress that I bought :) I'm totally in love with it ♡ #newdress #happy… https://t.co/iJ1Mv1UV5l,1
@kevinperry leading cause of cancer in children under five :(,-1
@Joey_Shreds say hi :),1
@GODDAMMlT SRSLY FUCK U UNFOLLOWER HOPE UR FUTURE CHILD UNPARENTS U &gt;:-(,-1
@Whorgeee :( it is,-1
if u hardcore and stay up dis late favorite :),1
@mariaburtea @5SOS_Nightly wow you really hate me :)))),1
@exobab1es tzelumxoxo ! I dont really used line because is at my ipod :-(((( i used whatsapp more actually !!!,-1
"@cutelikejdb FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@AcneSkinSite It always amazes me how people forget to drink water! Drink water people :),1
@AlexandraTirziu Hey! I saw that you did a lot of sport - which did you like the most?:) #CEO1Month #SandroForCEO @AdeccoWaytoWork #happy,1
Wew ramos on the ground :(,-1
"MY FAV EMOTICON RIGHT NOW IS THE "" :(: "" EMOTICON",-1
@MrLachie @the_overtones @OfficialMarkF @rucomingout So do I :) such lovely relaxed faces.....or yours is at least!!,1
@ShutUpBrickLP if only there was uhc in a box on a large scale on one of those network servers :p,1
@Can128_ Awesome! Glad its all working now :) Always here if you need us. MKa,1
"Happy Birthday Nawazuddin Siddique...
Big, Big fan of yours. :)",1
Hateeeee time apart :(,-1
:( :( :( when pay day doesn't make you any less poor :( :( :(,-1
@tonywhittaker Fabulous! Well we hope you all have a great day :-) ^KB,1
@JamesMorrisonOK what about Leeds? I wanna see you live again :(,-1
#FollowFriday @wncer1 @Defense_gouv for being top influencers in my community this week :),1
@Hardlydan @Amras89 me to god damn you bethesda!!! Im gonna have no money after fallout 4 :(,-1
@gamewriterMike no problem Mike. :),1
@tylergposey come to Australia! we love you Posey :),1
@Condor_Ferries how's things looking for tomorrow? Does anything look like it will go wrong? :),1
i got so excited when micha rt or fave my tweet why am i such a creep :-( @japhantrash,-1
"@martylog Listening back to old @DaveGorman shows (I know, I'm weird). Just got to u leaving: might give up. It was pale imitation after :-(",-1
@TheTwoHalvesAle Good luck...another potential favourite watering hole :-),1
@thevieweast Of course! Now I've been cited in an academic paper I feel I've arrived :-),1
@loulou_lucia nice pic :),1
"@johnniewalkerph a photographer took a photo of us last night, where can i find it? Or all the photos of the event :)",1
isco :(,-1
@DSprayberry @BaysideBand @AnthonyRaneri @tylergposey Hi Dylan and Tyler!! :) ♡♡♡♡♡,1
Went to bed with headache...woke up with headache :(,-1
@PinkCloud_RP so when will i get my jonghyun hyung? :( please predict it :(,-1
@yasminyasir96 yeah but it will be better if we use her official Account :) Like The Other @PracchiNDesai ❤️,1
"AuG I'm super packed. But however, I rather to have things to do rather then work and home :)",1
@JessopJill welcome... :-) :-),1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/uo3T40FtCQ.,1
MY snapchat : EvelineConrade #snapchat #kikgirl #like4like #FaceTime #kikmsn #amazon #selfshot :( http://t.co/KWdxYb9dBC,-1
@toriellis_xo hahah im not even joking :( you going MADE?xx,-1
@DJSMOOK GUD NIGHT :),1
I won't let that happen in real life. :(,-1
@Alex_OllyM_NH me neither :) excited!!!!! 🎉🎉🎉 xxx,1
@Silverio_Lanzzz @ObeeyRainbow same..i don't know why :((,-1
going home :(,-1
@taekooknet No I didn't :( Hahaha I wish T.T You?,-1
@DestinyNews_net Bungie not nice to us folk in the rest of the world. :(,-1
@JockSafari Another reason to love JSL :) See you there soon ;),1
@_Halie13_ thanks for being so great!:) ❤️😘,1
:((( dropped again http://t.co/jkopvoFnqq,-1
Mine still isn't working wtf? I missed my daily chances and going to miss out on mecha-totems if this keeps up :(,-1
@drewharley67 @GerardButler You're so right about that! :-),1
I need to get my photo taken for my licence this weekend and I have rly bad acne along my chin and forehead :(,-1
@Anoushy_Aliyan @8624810880Khan @aliapari86 @AyeshaKhanReal @RiddaMazhar Over Confidence Confined U In Ur Own Limits...:),1
@thomaslegal By all accounts it is meant to hit us by lunch time :(,-1
Screenshots from http://t.co/U2RdUgq6wH there's a competition open to meet ariana grande some countries excluded :( http://t.co/OdI14ms8NR,-1
@Jesutomisin I hear you guys want Arbeloa. :D,1
"@toots069 Yaaah both families, ours and sa side ng brother in law ko, back home are so happy and with peace of mind na. :)",1
"@TruDan97 @iphonetips1 @FuzionDroid Hmm i thought I was #1? Well, I'll just go and turn off the server then ... ciao :-(",-1
"I miss Al, Katie, Zaz and Amy a lot :((",-1
"@O2 Hiya, can you tell me if the Amazon fire phone is still available? I can't find it on the web site :(",-1
i'm so bored :(,-1
"Fine, 
...Have a gorgeous Friday, friend!!..; xo..-:)) https://t.co/JmpkZP2DaI",1
@Inugamikun Wub Cerbchan? :D,1
Looking for fun? KIK : thencerest547 #kik #kiksexting #sex #followback #l4l #indiemusic #kikgirl :) http://t.co/rGXNogHMKM,1
"@iKONBI22 hello hanbin :D
seems its my first time talk with you",1
